id,piso,x_cm,y_cm,z_cm,ux_mm,uy_mm,uz_mm,u_planta_mm,rx_rad,ry_rad,rz_rad
88,Piso 3,-4500,725.0,1068.0,-0.345955,-0.444494,-0.953774,0.563258,4.28244e-05,-2.58764e-05,1.8775e-06
89,Piso 3,-4500,1615.0,1068.0,-0.362665,-0.444494,-0.631343,0.573673,0.0001353823,-3.8422e-05,1.8775e-06
90,Piso 4,0,0,1424.0,-0.59837,-0.563656,-0.86272,0.822043,3.53304e-05,-0.0001123243,4.5489e-06
91,Piso 4,0,725.0,1424.0,-0.63135,-0.563656,-1.332055,0.846351,3.58994e-05,-0.0001443731,4.5489e-06
92,Piso 4,0,1615.0,1424.0,-0.671835,-0.563656,-1.013619,0.876966,8.38862e-05,-0.0001671154,4.5489e-06
93,Piso 4,-1000,-246.0,1424.0,-0.58718,-0.609145,-2.471022,0.846072,0.0001831669,-0.00044305,4.5489e-06
94,Piso 4,-1000,0,1424.0,-0.59837,-0.609145,-2.087815,0.853876,6.52604e-05,-0.0002911529,4.5489e-06
95,Piso 4,-1000,725.0,1424.0,-0.63135,-0.609145,-2.617605,0.877303,2.35211e-05,-0.0002731823,4.5489e-06
96,Piso 4,-1000,1615.0,1424.0,-0.671835,-0.609145,-1.80649,0.906874,0.0001500024,-0.0001435118,4.5489e-06
97,Piso 4,-1220.0,-246.0,1424.0,-0.58718,-0.619152,-3.579197,0.853305,0.0001273221,-0.000556519,4.5489e-06
98,Piso 4,-1220.0,0,1424.0,-0.59837,-0.619152,-3.444756,0.861044,-6.14802e-05,-0.0006576905,4.5489e-06
99,Piso 4,-1220.0,725.0,1424.0,-0.63135,-0.619152,-4.264271,0.884281,-1.80142e-05,-0.000901874,4.5489e-06
100,Piso 4,-1500,0,1424.0,-0.59837,-0.631889,-4.185419,0.870248,-0.00022184,0.0002190973,4.5489e-06
101,Piso 4,-1500,725.0,1424.0,-0.63135,-0.631889,-5.591885,0.893245,-0.0001016902,0.0002092268,4.5489e-06
102,Piso 4,-1500,1615.0,1424.0,-0.671835,-0.631889,-3.530364,0.922305,0.000524388,0.0001351351,4.5489e-06
103,Piso 4,-2000,-412.0,1424.0,-0.579629,-0.654634,-2.808978,0.874365,0.0002934501,-0.0002076699,4.5489e-06
104,Piso 4,-2000,0,1424.0,-0.59837,-0.654634,-1.814765,0.8869,4.41021e-05,-7.73158e-05,4.5489e-06
105,Piso 4,-2000,725.0,1424.0,-0.63135,-0.654634,-2.071281,0.909477,3.53261e-05,-6.87543e-05,4.5489e-06
106,Piso 4,-2000,1615.0,1424.0,-0.671835,-0.654634,-1.29852,0.938034,0.0001850329,-7.06013e-05,4.5489e-06
107,Piso 4,-2500,0,1424.0,-0.59837,-0.677379,-3.789104,0.903819,-0.000233537,5.07655e-05,4.5489e-06
108,Piso 4,-2500,725.0,1424.0,-0.63135,-0.677379,-5.052489,0.925983,-8.32851e-05,4.19335e-05,4.5489e-06
109,Piso 4,-2500,1615.0,1424.0,-0.671835,-0.677379,-3.153104,0.954046,0.0005153448,3.89312e-05,4.5489e-06
110,Piso 4,-3000,-412.0,1424.0,-0.579629,-0.700123,-2.702302,0.908923,0.0003104444,0.0001506997,4.5489e-06
111,Piso 4,-3000,0,1424.0,-0.59837,-0.700123,-1.644014,0.920988,4.84961e-05,-2.64627e-05,4.5489e-06
112,Piso 4,-3000,725.0,1424.0,-0.63135,-0.700123,-2.019743,0.942749,3.58576e-05,-6.57664e-05,4.5489e-06
113,Piso 4,-3000,1615.0,1424.0,-0.671835,-0.700123,-1.286569,0.970327,0.0001913061,-7.70761e-05,4.5489e-06
114,Piso 4,-3500,0,1424.0,-0.59837,-0.722868,-3.025424,0.938395,-0.0002994356,0.0001064104,4.5489e-06
115,Piso 4,-3500,725.0,1424.0,-0.63135,-0.722868,-4.923646,0.959761,-0.0001269032,7.43253e-05,4.5489e-06
116,Piso 4,-3500,1615.0,1424.0,-0.671835,-0.722868,-3.146086,0.986864,0.0005131654,6.08156e-05,4.5489e-06
117,Piso 4,-4000,0,1424.0,-0.59837,-0.745612,-0.865275,0.956025,2.80555e-05,5.65579e-05,4.5489e-06
118,Piso 4,-4000,725.0,1424.0,-0.63135,-0.745612,-1.440956,0.977006,4.11526e-05,0.0001232969,4.5489e-06
119,Piso 4,-4000,1615.0,1424.0,-0.671835,-0.745612,-0.926364,1.003643,0.0001732063,5.38836e-05,4.5489e-06
120,Piso 4,-4500,0,1424.0,-0.59837,-0.768357,-0.839495,0.973868,4.49476e-05,-0.0001191599,4.5489e-06
121,Piso 4,-4500,725.0,1424.0,-0.63135,-0.768357,-1.336678,0.994472,5.27837e-05,-0.0001482815,4.5489e-06
122,Piso 4,-4500,1615.0,1424.0,-0.671835,-0.768357,-0.880135,1.020654,0.0001652259,-0.0001353725,4.5489e-06
123,Piso 4,-4755.0,0,1424.0,-0.59837,-0.779957,-1.351678,0.983046,-6.96544e-05,-0.0001973176,4.5489e-06
124,Piso 4,-4755.0,725.0,1424.0,-0.63135,-0.779957,-2.051686,1.003461,-2.29702e-05,-0.0002662375,4.5489e-06
125,Piso 4,-4755.0,1615.0,1424.0,-0.671835,-0.779957,-1.460947,1.029415,0.0002758052,-0.0002244857,4.5489e-06
126,Piso 4,-5000,0,1424.0,-0.59837,-0.791101,-1.708159,0.991911,-7.36595e-05,-0.0001141458,4.5489e-06
127,Piso 4,-5000,725.0,1424.0,-0.63135,-0.791101,-2.488613,1.012148,-3.03678e-05,-0.0001240595,4.5489e-06
128,Piso 4,-5000,1615.0,1424.0,-0.671835,-0.791101,-1.870799,1.037884,0.0002254998,-0.000132073,4.5489e-06
129,Piso 4,0,0,1780.0,-0.977225,-0.891487,-0.926802,1.322769,-1.78964e-05,-0.0002467838,9.1279e-06
130,Piso 4,0,725.0,1780.0,-1.043402,-0.891487,-1.441408,1.372383,-1.25946e-05,-0.0003442975,9.1279e-06
131,Piso 4,0,1615.0,1780.0,-1.12464,-0.891487,-1.081893,1.435118,0.0001917857,-0.0002289563,9.1279e-06
132,Piso 4,-1000,0,1780.0,-0.977225,-0.982766,-2.203133,1.385928,-8.99491e-05,-0.0001622274,9.1279e-06
133,Piso 4,-1000,725.0,1780.0,-1.043402,-0.982766,-2.824549,1.433358,-2.43035e-05,-0.0002442893,9.1279e-06
134,Piso 4,-1000,1615.0,1780.0,-1.12464,-0.982766,-1.93663,1.493534,0.0003181711,-0.0002208501,9.1279e-06
135,Piso 4,-1500,0,1780.0,-0.977225,-1.028405,-3.831487,1.418656,-0.0003343915,9.73389e-05,9.1279e-06
136,Piso 4,-1500,725.0,1780.0,-1.043402,-1.028405,-5.814732,1.465027,-0.0001472454,0.0001430392,9.1279e-06
137,Piso 4,-1500,1615.0,1780.0,-1.12464,-1.028405,-3.798786,1.523953,0.0006111763,0.0001366559,9.1279e-06
138,Piso 4,-2000,-412.0,1780.0,-0.939618,-1.074045,-2.895233,1.427044,0.0002636692,-0.00024686,9.1279e-06
139,Piso 4,-2000,0,1780.0,-0.977225,-1.074045,-2.039445,1.452081,2.35489e-05,-0.0001125263,9.1279e-06
140,Piso 4,-2000,725.0,1780.0,-1.043402,-1.074045,-2.296283,1.497418,-1.79082e-05,-2.91618e-05,9.1279e-06
141,Piso 4,-2000,1615.0,1780.0,-1.12464,-1.074045,-1.438366,1.555117,0.0003453501,-2.49497e-05,9.1279e-06
142,Piso 4,-2500,0,1780.0,-0.977225,-1.119684,-4.107756,1.486156,-0.0002250213,4.48069e-05,9.1279e-06
143,Piso 4,-2500,725.0,1780.0,-1.043402,-1.119684,-5.265821,1.530484,-9.90889e-05,3.26184e-05,9.1279e-06
144,Piso 4,-2500,1615.0,1780.0,-1.12464,-1.119684,-3.208205,1.586981,0.0006103295,2.96728e-05,9.1279e-06
145,Piso 4,-3000,-412.0,1780.0,-0.939618,-1.165324,-2.790665,1.49695,0.000279565,0.000208381,9.1279e-06
146,Piso 4,-3000,0,1780.0,-0.977225,-1.165324,-1.871637,1.520838,2.99093e-05,2.96121e-05,9.1279e-06
147,Piso 4,-3000,725.0,1780.0,-1.043402,-1.165324,-2.243172,1.564182,-2.00932e-05,-6.59346e-05,9.1279e-06
148,Piso 4,-3000,1615.0,1780.0,-1.12464,-1.165324,-1.425121,1.619504,0.0003515003,-8.49338e-05,9.1279e-06
149,Piso 4,-3500,0,1780.0,-0.977225,-1.210963,-3.258587,1.556085,-0.0003344288,8.15587e-05,9.1279e-06
150,Piso 4,-3500,725.0,1780.0,-1.043402,-1.210963,-5.358963,1.598474,-0.0001591491,3.97315e-05,9.1279e-06
151,Piso 4,-3500,1615.0,1780.0,-1.12464,-1.210963,-3.430305,1.652648,0.0006066749,3.45637e-05,9.1279e-06
152,Piso 4,-4000,0,1780.0,-0.977225,-1.256603,-0.962273,1.59186,-4.79896e-05,0.0001747714,9.1279e-06
153,Piso 4,-4000,725.0,1780.0,-1.043402,-1.256603,-1.610426,1.633321,-1.20658e-05,0.0003001467,9.1279e-06
154,Piso 4,-4000,1615.0,1780.0,-1.12464,-1.256603,-1.030582,1.686376,0.0003122191,0.0001849118,9.1279e-06
155,Piso 4,-4500,0,1780.0,-0.977225,-1.302242,-0.898968,1.628128,-5.2944e-06,-0.0001161516,9.1279e-06
156,Piso 4,-4500,725.0,1780.0,-1.043402,-1.302242,-1.433934,1.668688,1.20201e-05,-0.0001393917,9.1279e-06
157,Piso 4,-4500,1615.0,1780.0,-1.12464,-1.302242,-0.943343,1.720654,0.0002568016,-0.0001323453,9.1279e-06
158,Piso 4,-4755.0,0,1780.0,-0.977225,-1.325518,-1.32452,1.646805,-4.30717e-05,-0.000180414,9.1279e-06
159,Piso 4,-4755.0,725.0,1780.0,-1.043402,-1.325518,-1.999203,1.686916,-3.6753e-06,-0.0002422534,9.1279e-06
160,Piso 4,-4755.0,1615.0,1780.0,-1.12464,-1.325518,-1.430796,1.738336,0.0002887263,-0.0002066603,9.1279e-06
161,Piso 4,-5000,0,1780.0,-0.977225,-1.347881,-1.774197,1.664858,-9.79775e-05,-0.0001827899,9.1279e-06
162,Piso 4,-5000,725.0,1780.0,-1.043402,-1.347881,-2.600766,1.704544,-4.51339e-05,-0.0002306451,9.1279e-06
163,Piso 4,-5000,1615.0,1780.0,-1.12464,-1.347881,-1.940213,1.755448,0.000253677,-0.0002040061,9.1279e-06
164,Subterraneo,80.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Subterraneo,80.0,725.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Subterraneo,80.0,1615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Piso 1,60.0,0,356.0,-0.042173,-0.024708,-0.160678,0.048878,-0.0007155849,0.0014331224,2.6655e-06
168,Piso 1,60.0,725.0,356.0,-0.042173,-0.024708,-0.160678,0.048878,2.23035e-05,0.0023558145,2.6655e-06
169,Piso 1,80.0,1615.0,356.0,-0.032884,-0.014806,-0.335019,0.036064,6.6736e-05,0.0002175568,-2.024e-07
170,Piso 2,60.0,0,712.0,-0.165189,-0.129799,-0.287107,0.210084,-0.0007363969,0.0015055619,1.04663e-05
171,Piso 2,60.0,725.0,712.0,-0.165189,-0.129799,-0.287107,0.210084,2.50451e-05,0.0024619089,1.04663e-05
172,Piso 2,80.0,1615.0,712.0,-0.150862,-0.091543,-0.604094,0.176464,9.66781e-05,0.0001500194,-6.039e-07
173,Piso 3,60.0,0,1068.0,-0.359763,-0.329065,-0.379173,0.487559,-0.0007648679,0.0015726736,-6.7223e-06
174,Piso 3,60.0,725.0,1068.0,-0.359763,-0.329065,-0.379173,0.487559,2.13349e-05,0.0025660375,-6.7223e-06
175,Piso 3,80.0,1615.0,1068.0,-0.362665,-0.358503,-0.805621,0.509951,0.0001251069,0.0001631346,1.8775e-06
176,Piso 4,60.0,0,1424.0,-0.60939,-0.576647,-0.436682,0.838975,-0.0007715737,0.0016148695,9.0837e-06
177,Piso 4,60.0,725.0,1424.0,-0.60939,-0.576647,-0.436682,0.838975,3.38756e-05,0.0026118019,9.0837e-06
178,Piso 4,80.0,1615.0,1424.0,-0.671835,-0.560017,-0.938903,0.874632,8.84153e-05,5.1908e-05,4.5489e-06
179,Piso 4,60.0,0,1780.0,-0.976736,-0.871614,-0.495216,1.309093,-0.0008704505,0.00166335,4.9752e-06
180,Piso 4,60.0,725.0,1780.0,-0.976736,-0.871614,-0.495216,1.309093,-0.0001647882,0.0029172928,4.9752e-06
181,Piso 4,80.0,1615.0,1780.0,-1.12464,-0.884185,-1.002098,1.430593,0.0002716544,0.0004113443,9.1279e-06
182,Subterraneo,1080.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Subterraneo,1080.0,725.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Subterraneo,1080.0,1615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Piso 1,1080.0,0,356.0,-0.036153,-0.01683,-0.757276,0.039879,-0.0001176367,-0.0001393239,-2.024e-07
186,Piso 1,1080.0,725.0,356.0,-0.034686,-0.01683,-1.266957,0.038553,-2.94304e-05,-0.0001845999,-2.024e-07
187,Piso 1,1080.0,1615.0,356.0,-0.032884,-0.01683,-0.761154,0.036941,0.0001699599,-4.97596e-05,-2.024e-07
188,Piso 2,1080.0,0,712.0,-0.160615,-0.097582,-1.366502,0.187934,-8.82636e-05,-0.0001256723,-6.039e-07
189,Piso 2,1080.0,725.0,712.0,-0.156237,-0.097582,-2.272994,0.184207,-7.4434e-06,-0.000164367,-6.039e-07
190,Piso 2,1080.0,1615.0,712.0,-0.150862,-0.097582,-1.36985,0.179671,0.0001830059,-4.7446e-05,-6.039e-07
191,Piso 3,1080.0,0,1068.0,-0.332343,-0.339728,-1.823341,0.475254,-0.0001003139,-0.0001458775,1.8775e-06
192,Piso 3,1080.0,725.0,1068.0,-0.345955,-0.339728,-3.024935,0.484871,-6.5645e-06,-0.0001883837,1.8775e-06
193,Piso 3,1080.0,1615.0,1068.0,-0.362665,-0.339728,-1.826012,0.496931,0.0002133014,-7.0508e-05,1.8775e-06
194,Piso 4,1080.0,0,1424.0,-0.59837,-0.514527,-2.125778,0.789167,-8.05618e-05,-0.0001480469,4.5489e-06
195,Piso 4,1080.0,725.0,1424.0,-0.63135,-0.514527,-3.526129,0.814457,5.8296e-06,-0.000177799,4.5489e-06
196,Piso 4,1080.0,1615.0,1424.0,-0.671835,-0.514527,-2.129028,0.846227,0.0001798307,-6.63269e-05,4.5489e-06
197,Piso 4,1080.0,0,1780.0,-0.977225,-0.792906,-2.270959,1.258439,-0.000227968,-0.0002553238,9.1279e-06
198,Piso 4,1080.0,725.0,1780.0,-1.043402,-0.792906,-3.780703,1.310491,-6.08514e-05,-0.0003657203,9.1279e-06
199,Piso 4,1080.0,1615.0,1780.0,-1.12464,-0.792906,-2.278493,1.37605,0.0004051507,-0.0001718152,9.1279e-06
200,Subterraneo,2080.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Subterraneo,2080.0,725.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Subterraneo,2080.0,1615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Piso 1,2080.0,0,356.0,-0.036153,-0.018854,-0.627047,0.040774,-8.16246e-05,-3.47362e-05,-2.024e-07
204,Piso 1,2080.0,725.0,356.0,-0.034686,-0.018854,-1.04185,0.039479,-3.8981e-05,-8.1632e-05,-2.024e-07
205,Piso 1,2080.0,1615.0,356.0,-0.032884,-0.018854,-0.714096,0.037906,0.0001563312,-2.94592e-05,-2.024e-07
206,Piso 2,2080.0,0,712.0,-0.160615,-0.103621,-1.132725,0.19114,-6.21718e-05,-5.87068e-05,-6.039e-07
207,Piso 2,2080.0,725.0,712.0,-0.156237,-0.103621,-1.869894,0.187476,-1.85797e-05,-9.87629e-05,-6.039e-07
208,Piso 2,2080.0,1615.0,712.0,-0.150862,-0.103621,-1.28624,0.183021,0.0001664287,-5.80573e-05,-6.039e-07
209,Piso 3,2080.0,0,1068.0,-0.332343,-0.320952,-1.513646,0.46202,-7.38841e-05,-7.21865e-05,1.8775e-06
210,Piso 3,2080.0,725.0,1068.0,-0.345955,-0.320952,-2.488511,0.471906,-2.04709e-05,-0.0001144488,1.8775e-06
211,Piso 3,2080.0,1615.0,1068.0,-0.362665,-0.320952,-1.716545,0.484289,0.0001886932,-7.60559e-05,1.8775e-06
212,Piso 4,2080.0,0,1424.0,-0.59837,-0.469038,-1.768569,0.760292,-6.5622e-05,-0.000120644,4.5489e-06
213,Piso 4,2080.0,725.0,1424.0,-0.63135,-0.469038,-2.899487,0.786511,-1.3406e-05,-0.0001528913,4.5489e-06
214,Piso 4,2080.0,1615.0,1424.0,-0.671835,-0.469038,-2.005174,0.819365,0.0001666693,-0.000133302,4.5489e-06
215,Piso 4,2080.0,0,1780.0,-0.977225,-0.701627,-1.895607,1.203016,-0.0001563703,-1.20302e-05,9.1279e-06
216,Piso 4,2080.0,725.0,1780.0,-1.043402,-0.701627,-3.105173,1.257365,-6.48565e-05,-0.0001303229,9.1279e-06
217,Piso 4,2080.0,1615.0,1780.0,-1.12464,-0.701627,-2.151044,1.325555,0.0003149704,7.3316e-06,9.1279e-06
218,Subterraneo,2830.0,725.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Piso 1,2830.0,725.0,356.0,-0.034686,-0.020373,-0.808668,0.040226,-2.34426e-05,-0.0002033682,-2.024e-07
220,Piso 2,2830.0,725.0,712.0,-0.156237,-0.10815,-1.448594,0.190016,-7.2948e-06,-0.0002007806,-6.039e-07
221,Piso 3,2830.0,725.0,1068.0,-0.345955,-0.306871,-1.925029,0.462444,-9.7227e-06,-0.0002342847,1.8775e-06
222,Piso 4,2830.0,725.0,1424.0,-0.63135,-0.434921,-2.241651,0.766655,-9.8348e-06,-0.000231349,4.5489e-06
223,Piso 4,2830.0,725.0,1780.0,-1.043402,-0.633168,-2.401465,1.220487,-3.07252e-05,-0.0004300484,9.1279e-06
230,Subterraneo,3205.0,1615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Piso 1,3205.0,1615.0,356.0,-0.032884,-0.021132,-0.052389,0.039089,9.51591e-05,-2.67596e-05,-2.024e-07
232,Piso 2,3205.0,1615.0,712.0,-0.150862,-0.110414,-0.116241,0.186951,0.0001440031,-5.28586e-05,-6.039e-07
233,Piso 3,3205.0,1615.0,1068.0,-0.362665,-0.29983,-0.153258,0.470557,0.000184463,-7.74037e-05,1.8775e-06
234,Piso 4,3205.0,1615.0,1424.0,-0.671835,-0.417863,-0.179357,0.791184,0.0002040238,-0.0001082355,4.5489e-06
235,Piso 4,3205.0,1615.0,1780.0,-1.12464,-0.598938,-0.178089,1.274183,0.0002288756,-0.0001878287,9.1279e-06
236,Subterraneo,3225.0,-109.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Subterraneo,3165.0,-109.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Subterraneo,3165.0,182.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Subterraneo,3225.0,182.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Subterraneo,3020.0,-30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Subterraneo,3020.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Subterraneo,3225.0,1432.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Subterraneo,3165.0,1432.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Subterraneo,3225.0,1724.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Subterraneo,3165.0,1724.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Subterraneo,3020.0,1615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Subterraneo,3020.0,1645.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Subterraneo,3205.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Piso 1,3205.0,0,356.0,-0.036153,-0.021132,-0.040571,0.041876,-6.83639e-05,-2.64203e-05,-2.024e-07
310,Piso 2,3205.0,0,712.0,-0.160615,-0.110414,-0.094003,0.194906,-9.55007e-05,-4.80052e-05,-6.039e-07
311,Piso 3,3205.0,0,1068.0,-0.332343,-0.29983,-0.121904,0.447605,-0.0001248605,-6.38708e-05,1.8775e-06
312,Piso 4,3205.0,0,1424.0,-0.59837,-0.417863,-0.141242,0.729833,-0.0001393084,-9.18996e-05,4.5489e-06
313,Piso 4,3205.0,0,1780.0,-0.977225,-0.598938,-0.139235,1.146165,-0.0001573125,-0.0001576859,9.1279e-06
314,Subterraneo,70.0,-35.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Subterraneo,45.0,-35.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Subterraneo,70.0,760.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Subterraneo,45.0,760.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Subterraneo,70.0,1585.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Subterraneo,45.0,1585.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
